subject,trump_prime,obama_prime,pol_amp_effect,negative_prime,positive_prime,normed_amp_effect,awareness,demand_pn,demand_to,influence_general_pn,influence_general_to,intentionality_pn,intentionality_to,politics,self_exclusion_1,self_exclusion_1other,unintentionality_pn,unintentionality_to,influence_rate_pol,influence_rate_norm,party,inf_pol_amp_effect,uninf_pol_amp_effect
182244905,0.2777777777777778,0.4722222222222222,0.19444444444444442,0.7222222222222222,0.75,0.02777777777777779,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,a few,somewhat democratic,"Yes, use my data",,about half,more than half,0.1388888888888889,0.027777777777777776,1,1,0.07291666666666669
185996165,0,0,0,0,0,0,more than half,My responses were genuinely based on whether I was influenced or not,My responses were based on what I thought the researcher wanted me to say,a few,less than half,I don't know,about half,very democratic,"Yes, use my data",,all,less than half,0.9444444444444444,0.9583333333333334,1,0,0
189201940,0.5833333333333334,0.6944444444444444,0.11111111111111105,0.6666666666666666,0.6111111111111112,-0.05555555555555547,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,none,none,somewhat republican,"Yes, use my data",,a few,none,0,0.013888888888888888,0,NA,0.11111111111111105
19446760,0.5,0.5833333333333334,0.08333333333333337,0.5833333333333334,0.5833333333333334,0,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,a little republican,"Yes, use my data",,a few,a few,0,0,0,NA,0.08333333333333337
200731487,0.4444444444444444,0.5277777777777778,0.08333333333333337,0.6111111111111112,0.4166666666666667,-0.19444444444444448,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,none,none,a little republican,"Yes, use my data",,a few,a few,0.1111111111111111,0.041666666666666664,0,0.4,0.06353861192570864
201955878,0.5833333333333334,0.4166666666666667,-0.16666666666666669,0.5833333333333334,0.8611111111111112,0.2777777777777778,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,very democratic,"Yes, use my data",,I don't know,I don't know,0,0,1,NA,-0.16666666666666669
202280389,0.4722222222222222,0.4166666666666667,-0.055555555555555525,0.5833333333333334,0.6111111111111112,0.02777777777777779,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,about half,a few,a few,very democratic,"Yes, use my data",,about half,less than half,0.08333333333333333,0,1,0,-0.05698529411764708
202833004,0.4444444444444444,0.5,0.05555555555555558,0.4166666666666667,0.3611111111111111,-0.05555555555555558,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,very democratic,"Yes, use my data",,a few,none,0,0,1,NA,0.05555555555555558
20886049,0.6666666666666666,0.6111111111111112,-0.05555555555555547,0.8611111111111112,0.9444444444444444,0.08333333333333326,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,none,none,a little republican,"Yes, use my data",,a few,less than half,0.027777777777777776,0.013888888888888888,0,0,-0.019607843137254832
211391325,1,0.05555555555555555,-0.9444444444444444,0.16666666666666666,1,0.8333333333333334,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,most,most,most,very republican,"Yes, use my data",,most,most,0.8472222222222222,0.8611111111111112,0,-1,-0.7142857142857143
221411376,0.5,0.5,0,0.6666666666666666,0.5,-0.16666666666666663,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,none,none,somewhat democratic,"Yes, use my data",,a few,a few,0,0.013888888888888888,1,NA,0
225203743,0.6388888888888888,0.4444444444444444,-0.19444444444444442,0.3611111111111111,0.5833333333333334,0.22222222222222227,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,none,none,somewhat republican,"Yes, use my data",,I don't know,I don't know,0,0.041666666666666664,0,NA,-0.19444444444444442
225367765,0.9722222222222222,1,0.02777777777777779,0.16666666666666666,0.5555555555555556,0.38888888888888895,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,a few,a few,very republican,"Yes, use my data",,a few,less than half,0.875,0.3194444444444444,0,0,0.19999999999999996
232565411,0.05555555555555555,0.1388888888888889,0.08333333333333334,0.9166666666666666,1,0.08333333333333337,I don't know,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,a few,none,none,very republican,"Yes, use my data",,none,I don't know,0,0,0,NA,0.08333333333333334
234778349,0.6111111111111112,0.5833333333333334,-0.02777777777777779,0.4444444444444444,0.5833333333333334,0.13888888888888895,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,none,a little republican,"Yes, use my data",,less than half,a few,0.027777777777777776,0.06944444444444445,0,0,-0.06372549019607843
235719729,0.4444444444444444,0.4722222222222222,0.02777777777777779,0.5833333333333334,0.6111111111111112,0.02777777777777779,all,I'm not sure or don't know why I responded the way I did,I'm not sure or don't know why I responded the way I did,none,none,none,none,somewhat republican,"Yes, use my data",,none,none,0,0,0,NA,0.02777777777777779
247371384,0.5833333333333334,0.6666666666666666,0.08333333333333326,0.6111111111111112,0.6111111111111112,0,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,about half,a few,a few,somewhat democratic,"Yes, use my data",,a few,less than half,0.25,0.18055555555555555,1,0.6666666666666666,-0.11111111111111116
250345166,0.25,0.19444444444444445,-0.05555555555555555,0.6111111111111112,0.6388888888888888,0.02777777777777768,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,a few,none,very republican,"Yes, use my data",,a few,none,0,0.027777777777777776,0,NA,-0.05555555555555555
2571515,0.6666666666666666,0.7777777777777778,0.11111111111111116,0.5833333333333334,0.8611111111111112,0.2777777777777778,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,somewhat democratic,"Yes, use my data",,none,none,0,0,1,NA,0.11111111111111116
259416466,0.16666666666666666,0.8611111111111112,0.6944444444444445,0.5277777777777778,0.8055555555555556,0.2777777777777778,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,less than half,none,none,somewhat republican,"Yes, use my data",,a few,a few,0.18055555555555555,0.2638888888888889,0,1,0.6177156177156178
261484005,0.4722222222222222,0.5555555555555556,0.08333333333333337,0.4722222222222222,0.8055555555555556,0.33333333333333337,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,less than half,most,most,somewhat republican,"Yes, use my data",,most,less than half,0.1388888888888889,0.4444444444444444,0,-0.1,-0.05982905982905984
266294809,0.6666666666666666,0.6944444444444444,0.02777777777777779,0.6666666666666666,0.6944444444444444,0.02777777777777779,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,a few,a few,very democratic,"Yes, use my data",,a few,a few,0.125,0.1111111111111111,1,1,-0.17142857142857137
269210633,0,1,1,0.08333333333333333,0.8333333333333334,0.75,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,most,none,a little democratic,"Yes, use my data",,most,all,0,0.06944444444444445,1,NA,1
270612844,0.25,0.5277777777777778,0.2777777777777778,0.4166666666666667,0.7222222222222222,0.3055555555555555,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,about half,a few,a few,somewhat democratic,"Yes, use my data",,more than half,about half,0.2361111111111111,0.375,1,1,0.07333333333333336
27409009,0.4444444444444444,0.6388888888888888,0.19444444444444442,0.5833333333333334,0.3888888888888889,-0.19444444444444448,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,a few,none,a few,somewhat democratic,"Yes, use my data",,none,a few,0.027777777777777776,0,1,0,0.1683006535947712
274394374,0.05555555555555555,0.9722222222222222,0.9166666666666666,0.3333333333333333,0.4722222222222222,0.1388888888888889,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,most,about half,about half,very democratic,"Yes, use my data",,I don't know,I don't know,0.013888888888888888,0,1,1,0.9158730158730158
27456834,0.4166666666666667,0.75,0.3333333333333333,0.4444444444444444,0.5,0.05555555555555558,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,none,none,very democratic,"Yes, use my data",,a few,a few,0.05555555555555555,0.05555555555555555,1,0,0.28125
285007326,1,1,0,0.6944444444444444,1,0.3055555555555556,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,most,all,very democratic,"Yes, use my data",,a few,none,0,0.125,1,NA,0
290861396,0.1111111111111111,1,0.8888888888888888,0.3333333333333333,0.75,0.4166666666666667,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,most,a few,a few,very democratic,"Yes, use my data",,about half,most,0.8333333333333334,0.3611111111111111,1,1,0
295215708,0.4166666666666667,0.3055555555555556,-0.1111111111111111,0.3333333333333333,0.75,0.4166666666666667,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,most,most,somewhat republican,"Yes, use my data",,a few,a few,0.027777777777777776,0.1111111111111111,0,1,-0.14285714285714285
295994828,0.3888888888888889,0.6388888888888888,0.24999999999999994,0.4166666666666667,0.4166666666666667,0,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,a little republican,"Yes, use my data",,less than half,a few,0,0,0,NA,0.24999999999999994
297978615,0.6111111111111112,0.75,0.13888888888888884,0.7222222222222222,0.9166666666666666,0.19444444444444442,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,very democratic,"Yes, use my data",,none,a few,0,0,1,NA,0.13888888888888884
309129355,0.1111111111111111,0.8055555555555556,0.6944444444444444,0.05555555555555555,0.8333333333333334,0.7777777777777778,all,My responses were genuinely based on whether I was influenced or not,I'm not sure or don't know why I responded the way I did,most,most,less than half,a few,very democratic,"Yes, use my data",,most,most,0.8472222222222222,0.9305555555555556,1,0.7995689655172413,0.0714285714285714
313716435,1,0.1111111111111111,-0.8888888888888888,0.4444444444444444,0.8611111111111112,0.41666666666666674,a few,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,about half,more than half,less than half,very republican,"Yes, use my data",,a few,a few,0.4166666666666667,0.5694444444444444,0,-0.7142857142857143,-1
319942253,0.4722222222222222,0.5,0.02777777777777779,0.4444444444444444,0.6111111111111112,0.16666666666666674,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,less than half,a few,a little democratic,"Yes, use my data",,a few,less than half,0.18055555555555555,0.125,1,1,-0.18778801843317966
322773009,0.08333333333333333,0.6944444444444444,0.611111111111111,0.2222222222222222,0.75,0.5277777777777778,I don't know,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,about half,less than half,about half,about half,a little republican,"Yes, use my data",,more than half,about half,1,0.8888888888888888,0,0.611111111111111,NA
324693797,0.5833333333333334,0.7222222222222222,0.13888888888888884,0.6666666666666666,0.4722222222222222,-0.19444444444444442,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,a few,none,none,somewhat republican,"Yes, use my data",,a few,a few,0,0,0,NA,0.13888888888888884
336044289,0,0.9722222222222222,0.9722222222222222,0.2222222222222222,0.9444444444444444,0.7222222222222222,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,all,all,all,very democratic,"Yes, use my data",,most,all,1,1,1,0.9722222222222222,NA
338213294,0.4166666666666667,0.6944444444444444,0.27777777777777773,0.3611111111111111,0.4722222222222222,0.1111111111111111,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,none,a few,very democratic,"Yes, use my data",,less than half,less than half,0.041666666666666664,0.027777777777777776,1,0,0.2398989898989899
352988338,0.19444444444444445,0.2222222222222222,0.027777777777777762,0.3333333333333333,0.5555555555555556,0.22222222222222227,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,none,a few,a few,somewhat republican,"Yes, use my data",,a few,none,0,0.1388888888888889,0,NA,0.027777777777777762
361805861,0.5277777777777778,0.6944444444444444,0.16666666666666663,0.5555555555555556,0.75,0.19444444444444442,less than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,less than half,less than half,a little democratic,"Yes, use my data",,a few,a few,0.1527777777777778,0.3888888888888889,1,0.8571428571428571,0.061422413793103425
362224917,0.5277777777777778,0.5277777777777778,0,0.4166666666666667,0.4722222222222222,0.055555555555555525,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,a few,somewhat democratic,"Yes, use my data",,about half,a few,0.06944444444444445,0.18055555555555555,1,1,-0.0757575757575758
366051534,0.4444444444444444,0.6388888888888888,0.19444444444444442,0.16666666666666666,0.7777777777777778,0.6111111111111112,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,less than half,most,less than half,very democratic,"Yes, use my data",,most,more than half,0.375,0.7083333333333334,1,1,-0.4054621848739496
368391615,0.3888888888888889,0.3333333333333333,-0.05555555555555558,0.25,0.3055555555555556,0.05555555555555558,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,a little democratic,"Yes, use my data",,a few,none,0,0,1,NA,-0.05555555555555558
368720941,0.6388888888888888,0.5,-0.13888888888888884,0.6388888888888888,0.9166666666666666,0.2777777777777778,about half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,about half,about half,less than half,a few,somewhat republican,"Yes, use my data",,I don't know,I don't know,0.05555555555555555,0.16666666666666666,0,-0.5,-0.11764705882352944
370878605,0.7222222222222222,0.6111111111111112,-0.11111111111111105,0.75,0.7777777777777778,0.02777777777777779,about half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,somewhat republican,"Yes, use my data",,I don't know,I don't know,0,0,0,NA,-0.11111111111111105
371476633,0.08333333333333333,0.8611111111111112,0.7777777777777778,0.8055555555555556,0.9166666666666666,0.11111111111111105,I don't know,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,about half,most,I don't know,a few,somewhat democratic,"Yes, use my data",,less than half,more than half,0.6388888888888888,0.2222222222222222,1,0.962962962962963,0.4836601307189543
373066428,0.5555555555555556,0.8333333333333334,0.2777777777777778,0.7222222222222222,0.7222222222222222,0,most,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,all,most,none,none,somewhat democratic,"Yes, use my data",,less than half,about half,0.375,0.2638888888888889,1,1,-0.1699604743083004
374851831,0,1,1,0.08333333333333333,0.7222222222222222,0.6388888888888888,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,all,all,none,none,very democratic,"Yes, use my data",,none,none,1,1,1,1,NA
376203370,0.5,0.8611111111111112,0.36111111111111116,0.3888888888888889,0.8333333333333334,0.4444444444444445,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,a few,a few,somewhat republican,"Yes, use my data",,about half,about half,0.3333333333333333,0.4166666666666667,0,0.9090909090909091,0.1026086956521739
38065277,0.4166666666666667,0.5,0.08333333333333331,0.3888888888888889,0.3888888888888889,0,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,about half,about half,about half,a little democratic,"Yes, use my data",,a few,a few,0,0.9722222222222222,1,NA,0.08333333333333331
382040549,0.3888888888888889,0.3333333333333333,-0.05555555555555558,0.8611111111111112,0.8611111111111112,0,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,a little democratic,"Yes, use my data",,all,all,0,0,1,NA,-0.05555555555555558
387613597,0.19444444444444445,0.1111111111111111,-0.08333333333333334,0.4166666666666667,0.5277777777777778,0.1111111111111111,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,a little democratic,"Yes, use my data",,none,none,0,0,1,NA,-0.08333333333333334
388717284,0,1,1,0.05555555555555555,0.9166666666666666,0.861111111111111,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,most,all,most,all,very democratic,"Yes, use my data",,most,all,1,1,1,1,NA
388899760,0.3888888888888889,0.4444444444444444,0.055555555555555525,0.6388888888888888,0.5277777777777778,-0.11111111111111105,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,somewhat democratic,"Yes, use my data",,a few,a few,0,0,1,NA,0.055555555555555525
391076134,0.7222222222222222,0.75,0.02777777777777779,0.1388888888888889,0.5277777777777778,0.3888888888888889,more than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,a few,a few,a little republican,"Yes, use my data",,more than half,more than half,0.027777777777777776,0.125,0,0,0.07189542483660127
39398776,1,0.4722222222222222,-0.5277777777777778,0.19444444444444445,0.75,0.5555555555555556,about half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,very republican,"Yes, use my data",,none,none,0,0,0,NA,-0.5277777777777778
395244218,0.3611111111111111,0.6388888888888888,0.27777777777777773,0.7777777777777778,0.9722222222222222,0.19444444444444442,most,My responses were genuinely based on whether I was influenced or not,I'm not sure or don't know why I responded the way I did,less than half,more than half,a few,I don't know,very democratic,"Yes, use my data",,less than half,less than half,0.041666666666666664,0.2916666666666667,1,0,0.24494949494949492
401924849,0.3611111111111111,0.8055555555555556,0.4444444444444445,0.4722222222222222,0.8055555555555556,0.33333333333333337,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,about half,most,most,somewhat democratic,"Yes, use my data",,less than half,about half,0.5833333333333334,0.6111111111111112,1,1,-0.46590909090909094
413541867,0.7222222222222222,0.5833333333333334,-0.13888888888888884,0.4722222222222222,0.5,0.02777777777777779,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,a few,a little republican,"Yes, use my data",,less than half,less than half,0.013888888888888888,0.08333333333333333,0,0,-0.1595238095238095
422597787,0.4166666666666667,0.6944444444444444,0.27777777777777773,0.8333333333333334,0.6944444444444444,-0.13888888888888895,all,My responses were genuinely based on whether I was influenced or not,I'm not sure or don't know why I responded the way I did,a few,less than half,a few,a few,somewhat democratic,"Yes, use my data",,a few,less than half,0.3472222222222222,0.1527777777777778,1,1,-0.18233082706766923
428696104,0.3888888888888889,0.3611111111111111,-0.02777777777777779,0.5277777777777778,0.6388888888888888,0.11111111111111105,less than half,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,less than half,less than half,a few,a little democratic,"Yes, use my data",,a few,a few,0.18055555555555555,0.08333333333333333,1,-0.22499999999999998,0.002304147465437778
429670563,0.3888888888888889,0.5277777777777778,0.1388888888888889,0.25,0.3888888888888889,0.1388888888888889,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,none,a little republican,"Yes, use my data",,more than half,less than half,0.08333333333333333,0.1527777777777778,0,0.75,0.09375
432260325,0.5277777777777778,0.5,-0.02777777777777779,0.4722222222222222,0.4722222222222222,0,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,none,none,none,very democratic,"Yes, use my data",,none,none,0,0,1,NA,-0.02777777777777779
434562554,0.4166666666666667,0.4722222222222222,0.055555555555555525,0.4444444444444444,0.5277777777777778,0.08333333333333337,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,a few,a few,very democratic,"Yes, use my data",,I don't know,I don't know,0.18055555555555555,0.25,1,-0.6,0.2338709677419355
435991174,1,0,-1,0.05555555555555555,1,0.9444444444444444,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,all,all,none,none,somewhat republican,"Yes, use my data",,none,none,1,0.9861111111111112,0,-1,NA
443153134,0.8055555555555556,0.19444444444444445,-0.6111111111111112,0.2777777777777778,0.8888888888888888,0.611111111111111,most,My responses were genuinely based on whether I was influenced or not,My responses were based on what I thought the researcher wanted me to say,less than half,about half,less than half,about half,somewhat republican,"Yes, use my data",,a few,about half,0.06944444444444445,0.19444444444444445,0,-0.5,-0.6114081996434937
448076782,0.3611111111111111,0.5277777777777778,0.16666666666666669,0.16666666666666666,0.6944444444444444,0.5277777777777778,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,a few,a few,none,none,somewhat democratic,"Yes, use my data",,less than half,less than half,0.05555555555555555,0.06944444444444445,1,1,0.11341991341991342
450678103,0.25,0.3333333333333333,0.08333333333333331,0.6111111111111112,0.8611111111111112,0.25,all,My responses were based on what I thought the researcher wanted me to say,My responses were based on what I thought the researcher wanted me to say,none,none,none,none,a little democratic,"Yes, use my data",,less than half,a few,0.9722222222222222,1,1,0.1142857142857143,-1
454642253,0.6944444444444444,0.5277777777777778,-0.16666666666666663,0.4166666666666667,0.6111111111111112,0.19444444444444448,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,a few,a few,none,somewhat republican,"Yes, use my data",,about half,less than half,0.1111111111111111,0.20833333333333334,0,-0.8333333333333334,-0.07647058823529418
462350836,0.5,0.6111111111111112,0.11111111111111116,0.5,0.6388888888888888,0.13888888888888884,most,My responses were based on what I thought the researcher wanted me to say,My responses were based on what I thought the researcher wanted me to say,a few,a few,I don't know,less than half,a little democratic,"Yes, use my data",,I don't know,none,0.3194444444444444,0.041666666666666664,1,0.038461538461538436,0.13210702341137126
464439543,0.25,0.4722222222222222,0.2222222222222222,0.3611111111111111,0.5555555555555556,0.19444444444444448,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,more than half,about half,a few,a few,somewhat democratic,"Yes, use my data",,more than half,about half,0.3055555555555556,0.3472222222222222,1,1,-0.1850649350649351
466283845,0.6111111111111112,0.4444444444444444,-0.16666666666666674,0.6944444444444444,0.6388888888888888,-0.05555555555555558,all,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,less than half,less than half,none,none,somewhat republican,"Yes, use my data",,a few,a few,0.09722222222222222,0.25,0,-0.09999999999999998,-0.17172675521821634
466991751,0.027777777777777776,0.9444444444444444,0.9166666666666666,0.19444444444444445,0.7777777777777778,0.5833333333333334,I don't know,My responses were genuinely based on whether I was influenced or not,My responses were genuinely based on whether I was influenced or not,none,all,less than half,about half,very democratic,"Yes, use my data",,less than half,less than half,1,1,1,0.9166666666666666,NA
