subject,party,prime_type,rating,influenced,self_exclusion_1,complete_data
548346706,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,1,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,1,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,1,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,1,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,1,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,republican,prime_type_B,1,0,"Yes, use my data",FALSE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,republican,prime_type_B,0,1,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,republican,prime_type_B,0,0,"Yes, use my data",TRUE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
