prime_type,rating,influenced,self_exclusion_1,complete_data,experiment,party,unique_id
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_861803864
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_429354031
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_313555679
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,0,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,0,"Yes, use my data",TRUE,1,NA,1_875173135
Positive,1,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_875173135
Negative,1,0,"Yes, use my data",TRUE,1,NA,1_928614438
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_928614438
Negative,0,1,"Yes, use my data",TRUE,1,NA,1_928614438
